 -3.000000  1.500000
 -3.000000  1.000000
 -1.851953  0.771640
 -0.878682  0.121322
  0.560659  1.060661
 -0.228362 -0.851948
  0.000000 -2.000000
  1.000000 -2.000000
 -3.000000 -0.500000
 -2.375000 -0.625000
 -1.750000 -0.750000
 -1.314341 -0.314339
 -3.000000  0.250000
 -1.500000 -2.000000
 -0.750000 -2.000000
 -2.250000 -2.000000
 -1.625000 -1.375000
 -3.000000 -1.250000
 -3.000000 -2.000000
  2.000000  2.000000
 -0.500000  2.000000
 -3.000000  2.000000
  2.000000 -2.000000
  2.000000  0.000000
/
  8  0.000    23 24 20  5  4  6  7  8
  8  0.000    20 21 22  1  2  3  4  5
  8  1.000     9 10 11 12  4  3  2 13
  8  1.000    14 15  7  6  4 12 11 17
  8  1.000    14 17 11 10  9 18 19 16
/
  20     0.000
  21     0.000
  22     0.000
  23     0.000
  24     0.000
/

