  2      12                    1                DTRIA2.DAT
  1       1                    3     3.00000000000000e+000
  1       2                    1     1.00000000000000e+000
  1       3                    1     1.00000000000000e+000
  1       4                   -1    -1.00000000000000e+000
  1       5                   -1    -1.00000000000000e+000
  1       6                   -1    -1.00000000000000e+000
  2       2                    2     2.00000000000000e+000
  2       4                    4     4.00000000000000e+000
  2       5                    2     2.00000000000000e+000
  3       3                    2     2.00000000000000e+000
  3       5                    2     2.00000000000000e+000
  3       6                    4     4.00000000000000e+000
