  6      28              6006000                TLINE6.DAT
  1       1               180538     3.00596070596071e-002
  1       2               252522     4.20449550449550e-002
  1       3              -254565    -4.23851148851149e-002
  1       4               204740     3.40892440892441e-002
  1       5              -103050    -1.71578421578422e-002
  1       6                23202     3.86313686313686e-003
  1       7               -10237    -1.70446220446220e-003
  2       2              1552608     2.58509490509491e-001
  2       3              -733050    -1.22052947052947e-001
  2       4               682560     1.13646353646354e-001
  2       5              -438210    -7.29620379620380e-002
  2       6               204768     3.40939060939061e-002
  2       7                23202     3.86313686313686e-003
  3       3              1964250     3.27047952047952e-001
  3       4              -969300    -1.61388611388611e-001
  3       5               726975     1.21041458541459e-001
  3       6              -438210    -7.29620379620380e-002
  3       7              -103050    -1.71578421578422e-002
  4       4              2108800     3.51115551115551e-001
  4       5              -969300    -1.61388611388611e-001
  4       6               682560     1.13646353646354e-001
  4       7               204740     3.40892440892441e-002
  5       5              1964250     3.27047952047952e-001
  5       6              -733050    -1.22052947052947e-001
  5       7              -254565    -4.23851148851149e-002
  6       6              1552608     2.58509490509491e-001
  6       7               252522     4.20449550449550e-002
  7       7               180538     3.00596070596071e-002
