  1      10                    2                QTETR1.DAT
  1       1                    1     5.00000000000000e-001
  1       2                   -1    -5.00000000000000e-001
  1       3                    0     0.00000000000000e+000
  1       4                    0     0.00000000000000e+000
  2       2                    1     5.00000000000000e-001
  2       3                    0     0.00000000000000e+000
  2       4                    0     0.00000000000000e+000
  3       3                    0     0.00000000000000e+000
  3       4                    0     0.00000000000000e+000
  4       4                    0     0.00000000000000e+000
