  8      90     1827186461900800                PLINE8.DAT
  1       1     1787064009883648     9.78041402531292e-001
  1       2      361102068154368     1.97627377218370e-001
  1       3    -1444408272617472    -7.90509508873480e-001
  1       4     3370285969440768     1.84452218737145e+000
  1       5    -5055428954161152    -2.76678328105718e+000
  1       6     5055428954161152     2.76678328105718e+000
  1       7    -3370285969440768    -1.84452218737145e+000
  1       8     1444408272617472     7.90509508873480e-001
  1       9     -361102068154368    -1.97627377218370e-001
  1      10       40122452017152     2.19585974687078e-002
  2       1      -30289616801149    -1.65771898121657e-002
  2       2     1556967174506091     8.52111816156079e-001
  2       3      377414507496636     2.06555004300993e-001
  2       4      146854647811116     8.03720095749532e-002
  2       5     -689352808050774    -3.77275566793358e-001
  2       6      916322567567274     5.01493737324452e-001
  2       7     -700117685538516    -3.83167071416560e-001
  2       8      325275195218364     1.78019705159146e-001
  2       9      -85790460549141    -4.69522198954420e-002
  2      10        9902940240899     5.41977540190238e-003
  3       1       14675181613824     8.03157308781589e-003
  3       2     -160346963010816    -8.77562122718494e-002
  3       3     1659119677553664     9.08018810421626e-001
  3       4       86566740470784     4.73770697604281e-002
  3       5      718259743885824     3.93096029804548e-001
  3       6     -949562431501824    -5.19685566471418e-001
  3       7      705002457148416     3.85840455721750e-001
  3       8     -319998854513664    -1.75132019192378e-001
  3       9       82910845852416     4.53762369529407e-002
  3      10       -9439935597824    -5.16637781346286e-003
  4       1       -8644953015773    -4.73129217845658e-003
  4       2       83679487933707     4.57969067079537e-002
  4       3     -392398894053828    -2.14755802013561e-001
  4       4     1767993567061932     9.67604349050786e-001
  4       5      160916936497002     8.80681527869915e-002
  4       6      488215514369898     2.67195234066048e-001
  4       7     -428513906542932    -2.34521169830229e-001
  4       8      203444083008828     1.11342814349220e-001
  4       9      -53669808483957    -2.93729236742073e-002
  4      10        6164435125923     3.37373073545554e-003
  5       1         975822848000     5.34057617187500e-004
  5       2      -11291664384000    -6.17980957031250e-003
  5       3       63233320550400     3.46069335937500e-002
  5       4     -245907357696000    -1.34582519531250e-001
  5       5     1106583109632000     6.05621337890625e-001
  5       6     1106583109632000     6.05621337890625e-001
  5       7     -245907357696000    -1.34582519531250e-001
  5       8       63233320550400     3.46069335937500e-002
  5       9      -11291664384000    -6.17980957031250e-003
  5      10         975822848000     5.34057617187500e-004
  6       1        6164435125923     3.37373073545554e-003
  6       2      -53669808483957    -2.93729236742073e-002
  6       3      203444083008828     1.11342814349220e-001
  6       4     -428513906542932    -2.34521169830229e-001
  6       5      488215514369898     2.67195234066048e-001
  6       6      160916936497002     8.80681527869915e-002
  6       7     1767993567061932     9.67604349050786e-001
  6       8     -392398894053828    -2.14755802013561e-001
  6       9       83679487933707     4.57969067079537e-002
  6      10       -8644953015773    -4.73129217845658e-003
  7       1       -9439935597824    -5.16637781346286e-003
  7       2       82910845852416     4.53762369529407e-002
  7       3     -319998854513664    -1.75132019192378e-001
  7       4      705002457148416     3.85840455721750e-001
  7       5     -949562431501824    -5.19685566471418e-001
  7       6      718259743885824     3.93096029804548e-001
  7       7       86566740470784     4.73770697604281e-002
  7       8     1659119677553664     9.08018810421626e-001
  7       9     -160346963010816    -8.77562122718494e-002
  7      10       14675181613824     8.03157308781589e-003
  8       1        9902940240899     5.41977540190238e-003
  8       2      -85790460549141    -4.69522198954420e-002
  8       3      325275195218364     1.78019705159146e-001
  8       4     -700117685538516    -3.83167071416560e-001
  8       5      916322567567274     5.01493737324452e-001
  8       6     -689352808050774    -3.77275566793358e-001
  8       7      146854647811116     8.03720095749532e-002
  8       8      377414507496636     2.06555004300993e-001
  8       9     1556967174506091     8.52111816156079e-001
  8      10      -30289616801149    -1.65771898121657e-002
  9       1       40122452017152     2.19585974687078e-002
  9       2     -361102068154368    -1.97627377218370e-001
  9       3     1444408272617472     7.90509508873480e-001
  9       4    -3370285969440768    -1.84452218737145e+000
  9       5     5055428954161152     2.76678328105718e+000
  9       6    -5055428954161152    -2.76678328105718e+000
  9       7     3370285969440768     1.84452218737145e+000
  9       8    -1444408272617472    -7.90509508873480e-001
  9       9      361102068154368     1.97627377218370e-001
  9      10     1787064009883648     9.78041402531292e-001
